header_id;otu_number;silva_taxonomy;;;;;
OTU_10502;OTU_10501;Eukaryota(100);SAR(99.6);Stramenopiles(97);Ochrophyta(91.7);Raphidophyceae(86.6);Heterosigma(46)
OTU_39738;OTU_39735;Eukaryota(100);SAR(99.4);Stramenopiles(92.3);Peronosporomycetes(57.4);Aplanopsis(13.5);unclassified
OTU_69;OTU_69;Eukaryota(100);SAR(99.5);Stramenopiles(95.1);Ochrophyta(94.7);Diatomea(91);Bacillariophytina(90.9)
OTU_68;OTU_68;Eukaryota(100);SAR(100);Alveolata(100);Ciliophora(100);Intramacronucleata(100);Spirotrichea(100)
OTU_10503;OTU_10502;Eukaryota(100);SAR(98.1);Stramenopiles(97.7);Ochrophyta(95);Raphidophyceae(63.9);Haramonas(32.3)
OTU_65;OTU_65;Eukaryota(100);Cryptophyceae(99.7);Cryptomonadales(99.7);FV18-2G7(97.3);unclassified;unclassified
OTU_64;OTU_64;Eukaryota(100);SAR(100);Stramenopiles(100);Ochrophyta(100);Diatomea(100);Bacillariophytina(99.9)
OTU_67;OTU_67;Eukaryota(100);SAR(100);Stramenopiles(100);Ochrophyta(99.9);Dictyochophyceae(98.7);Dictyochales(87.9)
OTU_66;OTU_66;Eukaryota(100);SAR(85.4);Stramenopiles(80.1);Ochrophyta(78.6);Diatomea(62.4);Coscinodiscophytina(53.2)
OTU_61;OTU_61;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(99.7);Dinophyceae(95.8);Dinophysiales(91.8)
OTU_60;OTU_60;Eukaryota(100);Opisthokonta(99.5);Holozoa(99.5);Metazoa(99.4);Animalia(99.4);Arthropoda(97.1)
OTU_63;OTU_63;Eukaryota(100);SAR(98.3);Alveolata(98.2);Ciliophora(98.2);Intramacronucleata(98.2);Spirotrichea(98.1)
OTU_62;OTU_62;Eukaryota(100);SAR(100);Alveolata(100);Protalveolata(98.9);Syndiniales(98.9);Syndiniales_Group_II(98.8)
OTU_8311;OTU_8310;Eukaryota(99.9);Opisthokonta(93.7);Holozoa(93.6);Metazoa(92.7);Animalia(92.7);Arthropoda(53.7)
OTU_8310;OTU_8309;Eukaryota(100);SAR(99.7);Alveolata(99.7);Dinoflagellata(97.4);Dinophyceae(90);Gymnodiniphycidae(81)
OTU_8313;OTU_8312;Eukaryota(100);SAR(98.9);Stramenopiles(90.1);Ochrophyta(63.4);Diatomea(58.9);Bacillariophytina(55.9)
OTU_8312;OTU_8311;Eukaryota(100);SAR(92.2);Alveolata(89.8);Dinoflagellata(89.5);Incertae_Sedis(88.7);Haplozoon(88.6)
OTU_8315;OTU_8314;Eukaryota(100);Opisthokonta(100);Holozoa(100);Metazoa(100);Animalia(100);Craniata(94)
OTU_8314;OTU_8313;Eukaryota(100);SAR(63.4);Alveolata(62.3);Dinoflagellata(49.9);Dinophyceae(49.7);Gymnodiniphycidae(47.5)
OTU_8317;OTU_8316;Eukaryota(100);Opisthokonta(99.8);Holozoa(99.8);Metazoa(99.8);Animalia(99.8);Annelida(53.8)
OTU_8316;OTU_8315;Eukaryota(100);Opisthokonta(100);Holozoa(100);Metazoa(100);Animalia(100);Mollusca(58.5)
OTU_8319;OTU_8318;Eukaryota(100);SAR(95.7);Stramenopiles(88.6);Ochrophyta(53.6);Diatomea(53);Bacillariophytina(52.4)
OTU_10506;OTU_10505;Eukaryota(100);SAR(99.8);Stramenopiles(99.1);Ochrophyta(99);Raphidophyceae(98.3);Heterosigma(67.5)
OTU_24753;OTU_24751;Eukaryota(100);SAR(70.7);Rhizaria(25.4);Cercozoa(25.4);Cercomonadidae(17.7);Cercomonas(17.7)
OTU_25500;OTU_25498;Eukaryota(98.7);Opisthokonta(76.4);Holozoa(76.4);Metazoa(76);Animalia(76);Arthropoda(54.9)
OTU_517;OTU_517;Eukaryota(100);Opisthokonta(97);Holozoa(97);Metazoa(96.5);Animalia(96.5);Arthropoda(84)
OTU_41272;OTU_41269;Eukaryota(100);Opisthokonta(74.9);Holozoa(74.5);Metazoa(73.5);Animalia(73.4);Arthropoda(65.8)
OTU_25501;OTU_25499;Eukaryota(100);SAR(99.8);Stramenopiles(99.7);Ochrophyta(99.4);Diatomea(96.1);Bacillariophytina(84.9)
OTU_514;OTU_514;Eukaryota(100);SAR(100);Stramenopiles(100);Ochrophyta(99.7);Chrysophyceae(99.7);E222(68.3)
OTU_25506;OTU_25504;Eukaryota(100);SAR(95.6);Stramenopiles(92.6);Incertae_Sedis(36.3);Pirsonia(36.3);unclassified
OTU_515;OTU_515;Eukaryota(100);SAR(75.3);Alveolata(63.3);Ciliophora(63);Intramacronucleata(63);Conthreep(62.7)
OTU_25507;OTU_25505;Eukaryota(100);SAR(88.8);Alveolata(32.1);Dinoflagellata(27.8);Dinophyceae(24.8);Peridiniphycidae(24)
OTU_21245;OTU_21244;Eukaryota(99.9);Opisthokonta(95.2);Holozoa(95.2);Metazoa(95.2);Animalia(95.2);Mollusca(67)
OTU_21244;OTU_21243;Eukaryota(100);SAR(92.4);Alveolata(89.3);Dinoflagellata(83.9);Dinophyceae(57.2);Dinophysiales(24.4)
OTU_21247;OTU_21246;Eukaryota(100);SAR(69);Stramenopiles(36);Peronosporomycetes(9.6);Olpidiopsis(3.9);unclassified
OTU_21246;OTU_21245;Eukaryota(100);SAR(84.1);Stramenopiles(72.2);Incertae_Sedis(11.2);Pirsonia(11.2);unclassified
OTU_21241;OTU_21240;Eukaryota(92.4);SAR(40.4);Rhizaria(27.6);Retaria(21.2);Foraminifera(21.2);Globothalamea(21.2)
OTU_21240;OTU_21239;Eukaryota(99.9);SAR(84.6);Alveolata(81);Ciliophora(80.8);Intramacronucleata(80.8);Spirotrichea(80.8)
OTU_21243;OTU_21242;Eukaryota(100);SAR(93.2);Stramenopiles(87.3);MAST-3(36);MAST-3K(33.9);unclassified
OTU_21242;OTU_21241;Eukaryota(100);Archaeplastida(92.3);Chloroplastida(92.3);Chlorophyta(92.3);Trebouxiophyceae(39.6);Chloroidium(24.4)
OTU_25505;OTU_25503;Eukaryota(99.8);Cryptophyceae(21.8);Cryptomonadales(20.6);Geminigera(12.4);unclassified;unclassified
OTU_21249;OTU_21248;Eukaryota(100);Archaeplastida(92.5);Chloroplastida(92.5);Chlorophyta(92.2);Mamiellophyceae(57.3);Mamiella(32.2)
OTU_21248;OTU_21247;Eukaryota(100);SAR(85.6);Stramenopiles(79);Incertae_Sedis(38.7);Pirsonia(38.7);unclassified
OTU_24759;OTU_24757;Eukaryota(100);SAR(99.4);Alveolata(99.4);Dinoflagellata(92.8);Dinophyceae(75.2);Gymnodiniphycidae(48)
OTU_34278;OTU_34275;Eukaryota(100);SAR(65.7);Stramenopiles(52.1);Ochrophyta(49.3);Chrysophyceae(25.7);A1(9.9)
OTU_34279;OTU_34276;Eukaryota(99.9);SAR(61.6);Stramenopiles(50.6);Peronosporomycetes(15.7);Aphanomyces(9.5);unclassified
OTU_28798;OTU_28796;Eukaryota(100);Archaeplastida(90.4);Chloroplastida(90.4);Chlorophyta(90);Mamiellophyceae(73.8);Micromonas(56.5)
OTU_28799;OTU_28797;Eukaryota(100);SAR(99.4);Alveolata(99.2);Dinoflagellata(93.5);Dinophyceae(60.9);Gymnodiniphycidae(27.9)
OTU_28794;OTU_28792;Eukaryota(100);SAR(60);Alveolata(52.2);Ciliophora(45.9);Intramacronucleata(45.9);Spirotrichea(45.4)
OTU_28795;OTU_28793;Eukaryota(100);Archaeplastida(31.6);Chloroplastida(31.6);Chlorophyta(27.2);Trebouxiophyceae(18.9);Elliptochloris(3.3)
OTU_28796;OTU_28794;Eukaryota(99.9);Opisthokonta(70);Holozoa(69);Metazoa(68.6);Animalia(68.6);Arthropoda(42.1)
OTU_28797;OTU_28795;Eukaryota(98.6);Opisthokonta(56.7);Holozoa(56.7);Metazoa(56.5);Animalia(56.5);Xenoturbellida(6.7)
OTU_28790;OTU_28788;Eukaryota(100);SAR(98.6);Stramenopiles(97.8);Ochrophyta(95.7);Chrysophyceae(84.7);CCI40(24.6)
OTU_25508;OTU_25506;Eukaryota(100);SAR(59.7);Alveolata(53.8);Ciliophora(53.2);Intramacronucleata(52.6);Spirotrichea(51.1)
OTU_28792;OTU_28790;Eukaryota(100);SAR(99.5);Stramenopiles(84.3);MAST-3(84.1);MAST-3E(83.5);unclassified
OTU_28793;OTU_28791;Eukaryota(100);Cryptophyceae(72.5);Cryptomonadales(72.5);Falcomonas(36.8);unclassified;unclassified
OTU_25807;OTU_25805;Eukaryota(100);SAR(96.6);Alveolata(92.5);Dinoflagellata(76);Dinophyceae(69.4);Peridiniphycidae(40.8)
OTU_25509;OTU_25507;Eukaryota(99.1);SAR(45.7);Alveolata(36.8);Ciliophora(35.7);Intramacronucleata(35.7);Spirotrichea(35.5)
OTU_22538;OTU_22537;Eukaryota(100);SAR(85.3);Alveolata(85.1);Ciliophora(84.7);Intramacronucleata(84.7);Spirotrichea(84.7)
OTU_22539;OTU_22538;Eukaryota(99.5);Archaeplastida(39.3);Chloroplastida(19.2);Chlorophyta(19.2);Trebouxiophyceae(10.6);Heterochlorella(8.2)
OTU_22536;OTU_22535;Eukaryota(100);SAR(92.8);Alveolata(92.7);Dinoflagellata(74.4);SCM28C1(24.1);unclassified
OTU_22537;OTU_22536;Eukaryota(100);SAR(95.7);Alveolata(77.8);Dinoflagellata(53.3);Dinophyceae(43.4);Peridiniphycidae(15.6)
OTU_22534;OTU_22533;Eukaryota(99.6);Opisthokonta(81.2);Holozoa(81.1);Metazoa(81.1);Animalia(81.1);Arthropoda(30.7)
OTU_22535;OTU_22534;Eukaryota(100);SAR(100);Stramenopiles(99.8);Ochrophyta(99);Dictyochophyceae(79.4);Pedinellales(73.8)
OTU_22532;OTU_22531;Eukaryota(100);SA1-3C06(11.3);unclassified;unclassified;unclassified;unclassified
OTU_22533;OTU_22532;Eukaryota(100);SAR(74);Alveolata(72);Ciliophora(70.7);Intramacronucleata(70.6);Spirotrichea(70.6)
OTU_22530;OTU_22529;Eukaryota(100);SAR(73.5);Alveolata(39.7);Ciliophora(33.9);Intramacronucleata(33.8);Spirotrichea(31.8)
OTU_22531;OTU_22530;Eukaryota(100);SAR(98);Alveolata(92.3);Dinoflagellata(64.3);Dinophyceae(63.4);BAQK03(41.9)
OTU_20836;OTU_20835;Eukaryota(99.8);SAR(81.7);Alveolata(78.2);Dinoflagellata(70.4);Incertae_Sedis(20.6);Paulsenella(9.7)
OTU_26628;OTU_26626;Eukaryota(95.4);Opisthokonta(43.1);Holozoa(43);Metazoa(41.2);Animalia(41.2);Xenoturbellida(10.8)
OTU_26629;OTU_26627;Eukaryota(100);Archaeplastida(86.1);Chloroplastida(86.1);Chlorophyta(85.9);Mamiellophyceae(72.2);Ostreococcus(39.8)
OTU_26626;OTU_26624;Eukaryota(100);SAR(99.3);Alveolata(98.8);Dinoflagellata(95.2);Dinophyceae(84.4);SL163A10(34)
OTU_25803;OTU_25801;Eukaryota(100);SAR(93.9);Alveolata(92);Ciliophora(90);Intramacronucleata(90);Spirotrichea(89.6)
OTU_26624;OTU_26622;Eukaryota(100);SAR(98.6);Stramenopiles(96.7);Ochrophyta(96.4);Diatomea(93.7);Bacillariophytina(91.9)
OTU_26625;OTU_26623;Eukaryota(100);SAR(92.5);Alveolata(71.5);Protalveolata(44.6);Syndiniales(43.9);Amoebophrya(37.3)
OTU_26622;OTU_26620;Eukaryota(99.5);SAR(91.9);Alveolata(89.9);Ciliophora(89.6);Intramacronucleata(89.6);Spirotrichea(89.3)
OTU_26623;OTU_26621;Eukaryota(100);SAR(73.3);Stramenopiles(64.8);Ochrophyta(42.6);Bolidomonas(16);unclassified
OTU_26620;OTU_26618;Eukaryota(99.7);SAR(40.9);Alveolata(26.5);Dinoflagellata(12.9);Incertae_Sedis(5.2);Amyloodinium(4.9)
OTU_25802;OTU_25800;Eukaryota(100);SAR(97.7);Alveolata(90.9);M2-18H10(15.7);unclassified;unclassified
OTU_25801;OTU_25799;Eukaryota(100);SAR(85);Stramenopiles(81.9);Ochrophyta(75.8);Diatomea(54.8);Bacillariophytina(53)
OTU_51893;OTU_51889;Eukaryota(100);SAR(91.5);Alveolata(83.2);Dinoflagellata(63.8);Dinophyceae(55.4);CCMP1878(18.7)
OTU_25800;OTU_25798;Eukaryota(100);SAR(98.3);Stramenopiles(67.8);MAST-3(60.1);MAST-3C(59.8);unclassified
OTU_26194;OTU_26192;Eukaryota(100);SAR(93.5);Stramenopiles(93.2);Ochrophyta(93.2);Diatomea(72.3);Bacillariophytina(71.4)
OTU_26195;OTU_26193;Eukaryota(100);Cryptophyceae(99.1);Cryptomonadales(99.1);Teleaulax(69.7);unclassified;unclassified
OTU_26196;OTU_26194;Eukaryota(100);SAR(97.5);Alveolata(97.2);Ciliophora(96.6);Intramacronucleata(96.6);Spirotrichea(95.7)
OTU_26197;OTU_26195;Eukaryota(99.8);Opisthokonta(49.4);Holozoa(48.9);Metazoa(47.9);Animalia(47.9);Arthropoda(24.1)
OTU_26190;OTU_26188;Eukaryota(100);SAR(87.4);Alveolata(84.6);Ciliophora(84.2);Intramacronucleata(84.2);Spirotrichea(84)
OTU_26191;OTU_26189;Eukaryota(100);Opisthokonta(78.7);Holozoa(70.4);Choanomonada(37.7);Acanthoecida(37.3);Stephanoecidae(37.3)
OTU_26192;OTU_26190;Eukaryota(98.2);SAR(71.5);Alveolata(63.1);Ciliophora(57.8);Intramacronucleata(57.1);Spirotrichea(56.8)
OTU_26193;OTU_26191;Eukaryota(99.9);SAR(78.4);Alveolata(52.4);Ciliophora(41.3);Intramacronucleata(41.3);Conthreep(41.2)
OTU_25808;OTU_25806;Eukaryota(99.8);Archaeplastida(55.8);Chloroplastida(40.1);Chlorophyta(40.1);Chlorophyceae(16);Raphidocelis(4.6)
OTU_26198;OTU_26196;Eukaryota(100);Archaeplastida(50.8);Chloroplastida(46.9);Chlorophyta(46.3);Chlorophyceae(26.2);Raphidocelis(7.5)
OTU_26199;OTU_26197;Eukaryota(100);SAR(87.3);Alveolata(80.6);Protalveolata(43.5);Syndiniales(40.4);Syndiniales_Group_II(39)
OTU_43444;OTU_43441;Eukaryota(100);SAR(99.2);Alveolata(99);Protalveolata(40.2);Syndiniales(40.2);Syndiniales_Group_II(40.1)
OTU_43039;OTU_43036;Eukaryota(99.1);Opisthokonta(80.5);Holozoa(80.5);Metazoa(80.3);Animalia(80.3);Arthropoda(74.7)
OTU_43443;OTU_43440;Eukaryota(100);SAR(89.5);Stramenopiles(72.9);Ochrophyta(59.3);Chrysophyceae(47.6);CCI40(6.7)
OTU_43442;OTU_43439;Eukaryota(100);SAR(99.2);Alveolata(74);Protalveolata(53.7);Syndiniales(53.7);Syndiniales_Group_II(41.5)
OTU_11578;OTU_11577;Eukaryota(100);SAR(85.7);Rhizaria(29.7);Cercozoa(29.7);Thecofilosea(24.1);Cryomonadida(24.1)
OTU_11579;OTU_11578;Eukaryota(99.8);SAR(97.6);Alveolata(96.4);Ciliophora(96.3);Intramacronucleata(96.3);Spirotrichea(96.2)
OTU_43441;OTU_43438;Eukaryota(99.8);Archaeplastida(64.8);Chloroplastida(49.2);Chlorophyta(48.3);Chlorophyceae(22.4);Asteromonas(4.1)
OTU_11570;OTU_11569;Eukaryota(100);Cryptophyceae(78.9);Cryptomonadales(78.9);Plagioselmis(40.6);unclassified;unclassified
OTU_11571;OTU_11570;Eukaryota(100);SAR(98.4);Alveolata(97.7);Ciliophora(97.6);Intramacronucleata(97.6);Spirotrichea(94)
OTU_11572;OTU_11571;Eukaryota(99.8);SAR(65.3);Alveolata(37.1);Ciliophora(35.7);Intramacronucleata(35.7);Spirotrichea(34.7)
OTU_11573;OTU_11572;Eukaryota(100);SAR(99.6);Alveolata(99.6);Dinoflagellata(91.8);SCM28C5(8.1);unclassified
OTU_11574;OTU_11573;Eukaryota(100);SAR(55.8);Stramenopiles(52.6);Peronosporomycetes(46.2);Aplanopsis(32.6);unclassified
OTU_11575;OTU_11574;Eukaryota(98.2);SAR(35.7);Stramenopiles(24.1);Ochrophyta(17.1);Chrysophyceae(3);A1(2.9)
OTU_11576;OTU_11575;Eukaryota(99.8);SAR(66);Alveolata(61);Ciliophora(60.8);Intramacronucleata(60.7);Spirotrichea(60.7)
OTU_11577;OTU_11576;Eukaryota(99.5);SAR(67.4);Alveolata(59.1);Ciliophora(58.5);Intramacronucleata(58.5);Spirotrichea(54.7)
OTU_51804;OTU_51800;Eukaryota(100);SAR(98.1);Alveolata(97.7);Dinoflagellata(84.6);Dinophyceae(82.8);Gymnodiniphycidae(28.1)
OTU_51805;OTU_51801;Eukaryota(99.9);SAR(78.6);Alveolata(75);Ciliophora(74);Intramacronucleata(74);Spirotrichea(74)
OTU_51806;OTU_51802;Eukaryota(100);SAR(91.7);Stramenopiles(56.7);Peronosporomycetes(38.3);Halophytophthora(24.4);unclassified
OTU_51807;OTU_51803;Eukaryota(100);SAR(92.8);Alveolata(92.5);Ciliophora(91.5);Intramacronucleata(91.2);Spirotrichea(90.7)
OTU_51800;OTU_51796;Eukaryota(100);SAR(100);Stramenopiles(99.4);Ochrophyta(99.3);Diatomea(94);Bacillariophytina(93.1)
OTU_51801;OTU_51797;Eukaryota(99.9);Opisthokonta(74.7);Holozoa(74.5);Metazoa(71.9);Animalia(71.9);Arthropoda(68.9)
OTU_51802;OTU_51798;Eukaryota(100);SAR(99.3);Alveolata(99.2);Dinoflagellata(77.2);Dinophyceae(60.7);SCM15C35(45.1)
OTU_51803;OTU_51799;Eukaryota(100);SAR(99.7);Stramenopiles(82.1);Ochrophyta(80.1);Diatomea(72.2);Bacillariophytina(39.8)
OTU_35629;OTU_35626;Eukaryota(100);Opisthokonta(92.2);Holozoa(92.1);Metazoa(91);Animalia(91);Arthropoda(88.1)
OTU_51808;OTU_51804;Eukaryota(100);SAR(82.9);Alveolata(78.5);Dinoflagellata(67.2);Dinophyceae(62.7);Peridiniphycidae(31.2)
OTU_51809;OTU_51805;Eukaryota(99.7);SAR(77.3);Alveolata(43.6);Dinoflagellata(24.6);Dinophyceae(21);SCM37C61(18.7)
OTU_23661;OTU_23659;Eukaryota(100);SAR(76.2);Alveolata(58.1);Dinoflagellata(48.7);SCM28C5(15.7);unclassified
OTU_23660;OTU_23658;Eukaryota(100);SAR(85);Alveolata(79.7);M2-18H10(11.7);unclassified;unclassified
OTU_23663;OTU_23661;Eukaryota(100);Cryptophyceae(61.2);Cryptomonadales(60.3);Teleaulax(45.4);unclassified;unclassified
OTU_23662;OTU_23660;Eukaryota(100);Archaeplastida(37.2);Chloroplastida(29.4);Chlorophyta(29.3);Ulvophyceae(15.4);Graesiella(2.7)
OTU_23665;OTU_23663;Eukaryota(100);SAR(98.3);Alveolata(97.7);Dinoflagellata(79.3);Dinophyceae(67.1);Gymnodiniphycidae(35)
OTU_23664;OTU_23662;Eukaryota(100);SAR(98);Alveolata(97.8);Dinoflagellata(88.4);Dinophyceae(86.7);Peridiniphycidae(59.8)
OTU_23667;OTU_23665;Eukaryota(100);SAR(60.7);Stramenopiles(34.6);Peronosporomycetes(29.1);Olpidiopsis(24.3);unclassified
OTU_23666;OTU_23664;Eukaryota(100);Archaeplastida(49.1);Chloroplastida(27.3);Chlorophyta(26.8);Chlorophyceae(19.8);Sphaeroplea(14.3)
OTU_23669;OTU_23667;Eukaryota(100);SAR(96.4);Alveolata(95.6);M2-18H10(17.2);unclassified;unclassified
OTU_23668;OTU_23666;Eukaryota(100);SAR(88.8);Alveolata(86.7);M2-18H10(10.4);unclassified;unclassified
OTU_27571;OTU_27569;Eukaryota(100);Cryptophyceae(96.6);Cryptomonadales(96.6);Teleaulax(60.1);unclassified;unclassified
OTU_27570;OTU_27568;Eukaryota(100);Opisthokonta(84.1);Holozoa(84);Metazoa(84);Animalia(84);Mollusca(52.1)
OTU_27573;OTU_27571;Eukaryota(99.9);SAR(92.5);Alveolata(90.2);Ciliophora(87.9);Intramacronucleata(87.9);Spirotrichea(86.9)
OTU_27572;OTU_27570;Eukaryota(100);SAR(48.6);Alveolata(38.8);Ciliophora(38.6);Intramacronucleata(38.6);Spirotrichea(37.1)
OTU_27575;OTU_27573;Eukaryota(100);SAR(99);Alveolata(99);Dinoflagellata(95);Dinophyceae(91.9);SCM37C58(55.3)
OTU_27574;OTU_27572;Eukaryota(100);Archaeplastida(27.9);Chloroplastida(27.9);Charophyta(11.1);Klebsormidiales(8.6);Hormidiella(8.6)
OTU_27577;OTU_27575;Eukaryota(99.9);SAR(58.2);Alveolata(55.8);M2-18H10(6.2);unclassified;unclassified
OTU_27576;OTU_27574;Eukaryota(100);SAR(74.8);Alveolata(72.8);Dinoflagellata(52.7);BBSRP1(17.5);unclassified
OTU_27579;OTU_27577;Eukaryota(100);Picozoa(94.7);Picomonadea(94.7);Picomonadida(94.7);Picomonadidae(94.7);Picomonas(94.7)
OTU_27578;OTU_27576;Eukaryota(100);SAR(99.6);Alveolata(99);Dinoflagellata(69.9);Dinophyceae(67.5);BAQK03(23.5)
OTU_35623;OTU_35620;Eukaryota(100);Archaeplastida(87.6);Chloroplastida(87.6);Chlorophyta(69.5);Mamiellophyceae(54.2);Micromonas(38.5)
OTU_35486;OTU_35483;Eukaryota(99.8);Opisthokonta(71.8);Holozoa(71.5);Metazoa(70);Animalia(70);Arthropoda(66.7)
OTU_35487;OTU_35484;Eukaryota(100);SAR(87.1);Alveolata(74.8);Dinoflagellata(58);Dinophyceae(50.4);SCM16C67(21.3)
OTU_38972;OTU_38969;Eukaryota(100);Cryptophyceae(90.2);Cryptomonadales(90.2);Teleaulax(52.6);unclassified;unclassified
OTU_35484;OTU_35481;Eukaryota(100);Opisthokonta(100);Holozoa(100);Metazoa(100);Animalia(100);Mollusca(40.4)
OTU_35485;OTU_35482;Eukaryota(97.5);Opisthokonta(47.4);Holozoa(47.4);Metazoa(43.3);Animalia(43.3);Arthropoda(19.7)
OTU_35482;OTU_35479;Eukaryota(100);Archaeplastida(84);Chloroplastida(83.9);Chlorophyta(83.5);Mamiellophyceae(60.8);Micromonas(34.1)
OTU_35483;OTU_35480;Eukaryota(100);Cryptophyceae(85.3);Cryptomonadales(85.3);Guillardia(58.3);unclassified;unclassified
OTU_46152;OTU_46148;Eukaryota(100);SAR(95);Alveolata(94);Ciliophora(93.7);Intramacronucleata(93.7);Spirotrichea(93.7)
OTU_46153;OTU_46149;Eukaryota(100);SAR(80.2);Alveolata(53);Ciliophora(42.6);Intramacronucleata(42.6);Conthreep(42.3)
OTU_46150;OTU_46146;Eukaryota(99.9);SAR(36.6);Alveolata(16.3);Dinoflagellata(9.7);Noctilucales(2.6);Noctiluca(2.6)
OTU_46151;OTU_46147;Eukaryota(100);Archaeplastida(84.2);Chloroplastida(84.2);Chlorophyta(82.8);Mamiellophyceae(59.9);Micromonas(29.3)
OTU_46156;OTU_46152;Eukaryota(100);Opisthokonta(94.4);Holozoa(94.3);Metazoa(94.3);Animalia(94.3);Nemertea(39.7)
OTU_35480;OTU_35477;Eukaryota(100);Opisthokonta(91.5);Holozoa(91.5);Metazoa(91.5);Animalia(91.5);Arthropoda(43)
OTU_46154;OTU_46150;Eukaryota(100);Opisthokonta(93.8);Holozoa(92.1);Choanomonada(90.1);Acanthoecida(89.5);Stephanoecidae(89.2)
OTU_38975;OTU_38972;Eukaryota(100);SAR(99.5);Alveolata(97.7);Dinoflagellata(91.4);Dinophyceae(81.2);BAQK03(36.5)
OTU_46158;OTU_46154;Eukaryota(99.9);SAR(75.5);Alveolata(65.5);Apicomplexa(14);Conoidasida(14);Gregarinasina(13.9)
OTU_35481;OTU_35478;Eukaryota(100);SAR(54);Alveolata(48.3);Ciliophora(45.6);Intramacronucleata(45.1);Spirotrichea(39.3)
OTU_28420;OTU_28418;Eukaryota(99.5);Opisthokonta(66.2);Holozoa(65.9);Metazoa(64.8);Animalia(64.8);Arthropoda(41.6)
OTU_48360;OTU_48356;Eukaryota(100);SAR(100);Stramenopiles(97.9);Ochrophyta(97.7);Dictyochophyceae(91.1);Dictyochales(71.9)
OTU_38974;OTU_38971;Eukaryota(94.6);SAR(61.5);Rhizaria(28.5);Retaria(27.4);Foraminifera(27.4);Globothalamea(27.4)
OTU_46488;OTU_46484;Eukaryota(100);Cryptophyceae(95.6);Cryptomonadales(95.6);Rhodomonas(44.5);unclassified;unclassified
OTU_46489;OTU_46485;Eukaryota(100);SAR(84.8);Alveolata(74.1);Dinoflagellata(55.3);Dinophyceae(50.3);Gymnodiniphycidae(30.3)
OTU_46480;OTU_46476;Eukaryota(100);SAR(77.2);Stramenopiles(66.6);Ochrophyta(57.1);Diatomea(42.3);Bacillariophytina(36.4)
OTU_46481;OTU_46477;Eukaryota(97.5);SAR(53.2);Alveolata(42.9);Ciliophora(39.7);Intramacronucleata(39.7);Spirotrichea(39.7)
OTU_46482;OTU_46478;Eukaryota(100);SAR(97.7);Alveolata(96.5);Dinoflagellata(86.3);Incertae_Sedis(36.8);Paulsenella(31)
OTU_46483;OTU_46479;Eukaryota(100);SAR(50.6);Stramenopiles(50.3);MAST-3(49);MAST-3I(38.5);unclassified
OTU_46484;OTU_46480;Eukaryota(100);SAR(97.7);Rhizaria(66.1);Cercozoa(66.1);Incertae_Sedis(48.9);Gymnophrys(48.9)
OTU_38362;OTU_38359;Eukaryota(100);SAR(96.9);Alveolata(96.6);Dinoflagellata(93.4);Dinophyceae(87.7);SL163A10(17.2)
OTU_46486;OTU_46482;Eukaryota(100);SAR(68.5);Rhizaria(46.5);Cercozoa(46.5);Imbricatea(15.6);Marimonadida(15.6)
OTU_44926;OTU_44923;Eukaryota(100);Cryptophyceae(77.4);Kathablepharidae(77.3);Leucocryptos(77.3);unclassified;unclassified
OTU_38363;OTU_38360;Eukaryota(100);SAR(23.8);Alveolata(22.1);Dinoflagellata(19);Incertae_Sedis(16);Paulsenella(15.7)
OTU_5271;OTU_5270;Eukaryota(100);Cryptophyceae(8.9);Cryptomonadales(8.8);Komma(7.9);unclassified;unclassified
OTU_5270;OTU_5269;Eukaryota(100);SAR(63.6);Stramenopiles(53.1);Peronosporomycetes(30.2);Saprolegnia(15.8);unclassified
OTU_5273;OTU_5272;Eukaryota(100);SAR(99.7);Stramenopiles(97.5);MAST-2(95.2);unclassified;unclassified
OTU_5272;OTU_5271;Eukaryota(100);Cryptophyceae(42.4);Kathablepharidae(42.4);Leucocryptos(42.4);unclassified;unclassified
OTU_5275;OTU_5274;Eukaryota(100);SAR(96.9);Alveolata(81.5);Protalveolata(76.8);Syndiniales(76.8);Syndiniales_Group_II(57.5)
OTU_5274;OTU_5273;Eukaryota(96.3);SAR(40.3);Stramenopiles(32.9);MAST-22(11.6);MAST-22C(11.6);unclassified
OTU_5277;OTU_5276;Eukaryota(100);Haptophyta(57.2);Prymnesiophyceae(56.7);Prymnesiales(46.5);Braarudosphaera(29.3);unclassified
OTU_5276;OTU_5275;Eukaryota(100);Cryptophyceae(89.1);Cryptomonadales(89.1);Geminigera(79.7);unclassified;unclassified
OTU_5279;OTU_5278;Eukaryota(99.7);Archaeplastida(37);Chloroplastida(33.4);Chlorophyta(33.1);Clade_VII(5.8);Subclade_A(4.4)
OTU_5278;OTU_5277;Eukaryota(100);SAR(85);Alveolata(83.9);Ciliophora(82.2);Intramacronucleata(82.2);Spirotrichea(39.9)
OTU_41286;OTU_41283;Eukaryota(100);SAR(81.1);Alveolata(73.9);M2-18H10(4.1);unclassified;unclassified
OTU_15985;OTU_15984;Eukaryota(100);SAR(94.5);Stramenopiles(30.4);Ochrophyta(27);Raphidophyceae(25.9);Heterosigma(24.6)
OTU_15984;OTU_15983;Eukaryota(100);SAR(84.7);Alveolata(80.8);Protalveolata(52.1);Syndiniales(52);Syndiniales_Group_II(48.8)
